,result,table,_start,_stop,_time,_value,_field,_measurement,fw_version,node,phase
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:06:40.573276622Z,61.44,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:06:45.573496558Z,61.32,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:06:50.574186305Z,61.45,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:06:55.593602223Z,61.33,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:00.577741279Z,61.4,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:05.576410877Z,61.41,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:10.576446129Z,61.53,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:15.578042127Z,61.49,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:20.579792604Z,61.51,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:25.584212078Z,61.54,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:30.588072796Z,61.69,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:35.777154707Z,61.77,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:40.576708917Z,61.91,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:45.568039077Z,62.01,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:50.578480794Z,62.14,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:07:55.584571863Z,62.02,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:00.595514871Z,61.94,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:05.630805335Z,61.97,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:10.589371668Z,62.11,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:15.584037317Z,62.17,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:20.590729714Z,62.06,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:25.597916106Z,62.19,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:30.611020151Z,62.19,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:35.576264147Z,62.26,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:40.591890262Z,62.12,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:45.614710204Z,62.23,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:50.593687229Z,62.14,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:08:55.595697851Z,62.01,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:00.584907991Z,62.05,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:05.605186899Z,62.01,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:10.597975508Z,62.11,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:15.599151822Z,61.97,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:20.600445117Z,62.05,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:25.599039675Z,61.96,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:30.59718246Z,62.07,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:35.585902715Z,61.99,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:40.584964509Z,61.98,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:45.6037508Z,62.06,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:50.605563867Z,62.09,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:09:55.592139622Z,62,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:00.607722458Z,62.11,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:05.640667589Z,62.13,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:10.605716623Z,62.26,humidity,telemetry_environment,1.0.0-KN-AES128GCM,E8F60A859440,charlie
