,result,table,_start,_stop,_time,_value,_field,_measurement,sensor
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:19.542134367Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:27.569237519Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:35.778899745Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:43.307270708Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:51.444070722Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:10:59.475848685Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:07.507110316Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:15.714308597Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:23.246498464Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:31.423530243Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:39.459758584Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:47.491554037Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:11:55.645764587Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:03.677941147Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:11.702214684Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:19.733674589Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:27.256347206Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:35.583716117Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:43.612175612Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:51.867139023Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:12:59.398309087Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:13:07.430017561Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:13:15.529468613Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:13:23.558484754Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:13:31.588471111Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:13:39.619722829Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:13:47.649099082Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:13:55.763873767Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:03.293287401Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:11.321260734Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:19.365448377Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:27.397465093Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:35.494822384Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:43.524565926Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:51.680010591Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:14:59.707976302Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:15:07.735283919Z,0,alerts,suricata_stats,bravo
,_result,0,2026-07-20T23:00:00Z,2026-07-21T23:15:00Z,2026-07-20T23:15:15.766664594Z,0,alerts,suricata_stats,bravo
